guest_key,display_name,n_candidates,reason
high|william|bill,Bill High,47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
robertson|matthew|matthew,Matthew Robertson,77,"name too common in DIME donor pool (n=77 same-name individuals, no recipient/candidate match) -- not search-tractable"
crowley|brian|brian lee,Brian Lee Crowley,76,"name too common in DIME donor pool (n=76 same-name individuals, no recipient/candidate match) -- not search-tractable"
allen|virginia|virginia,Virginia Allen,151,"name too common in DIME donor pool (n=151 same-name individuals, no recipient/candidate match) -- not search-tractable"
whaley|james|jim,Jim Whaley,69,"name too common in DIME donor pool (n=69 same-name individuals, no recipient/candidate match) -- not search-tractable"
carson|robert|rob,Rob Carson,182,"name too common in DIME donor pool (n=182 same-name individuals, no recipient/candidate match) -- not search-tractable"
moore|caroline|caroline,Caroline Moore,80,"name too common in DIME donor pool (n=80 same-name individuals, no recipient/candidate match) -- not search-tractable"
sharp|matthew|matt,Matt Sharp,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
elmore|daniel|daniel,Daniel Elmore,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
buck|daniel|daniel,Daniel Buck,57,"name too common in DIME donor pool (n=57 same-name individuals, no recipient/candidate match) -- not search-tractable"
greene|jay|jay,Jay Greene,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
spaulding|joseph|joe,Joe Spaulding,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
george|margaret|maggie,Maggie George,87,"name too common in DIME donor pool (n=87 same-name individuals, no recipient/candidate match) -- not search-tractable"
burt|margaret|meg,Meg Burt,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
regan|david|dave,Dave Regan,55,"name too common in DIME donor pool (n=55 same-name individuals, no recipient/candidate match) -- not search-tractable"
hood|jeff|jeff,Rev. Dr. Jeff Hood,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
epstein|david|david,David Epstein,209,"name too common in DIME donor pool (n=209 same-name individuals, no recipient/candidate match) -- not search-tractable"
diaz|vanessa|vanessa,Dr. Vanessa Díaz,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
lopez|lucy|lucy,Lucy Lopez,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
lindsay|katherine|kate,Kate Lindsay,52,"name too common in DIME donor pool (n=52 same-name individuals, no recipient/candidate match) -- not search-tractable"
rand|david|david,David Rand,57,"name too common in DIME donor pool (n=57 same-name individuals, no recipient/candidate match) -- not search-tractable"
siegel|rachel|rachel,Rachel Siegel,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
berger|jessica|jessica,Jessica Berger,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
chandler|adam|adam,Adam Chandler,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
parker|molly|molly,Molly Parker,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
tran|anthony|tony,Tony Tran,153,"name too common in DIME donor pool (n=153 same-name individuals, no recipient/candidate match) -- not search-tractable"
knight|don|don,Don Knight,36,"name too common in DIME donor pool (n=36 same-name individuals, no recipient/candidate match) -- not search-tractable"
kaplan|sarah|sarah,Sarah Kaplan,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
murray|bruce|bruce,Dr. Bruce Murray,73,"name too common in DIME donor pool (n=73 same-name individuals, no recipient/candidate match) -- not search-tractable"
murphy|jennifer|jen,Jen Murphy,338,"name too common in DIME donor pool (n=338 same-name individuals, no recipient/candidate match) -- not search-tractable"
greene|katherine|kate,Kate Greene,156,"name too common in DIME donor pool (n=156 same-name individuals, no recipient/candidate match) -- not search-tractable"
newman|jay|jay,Jay Newman,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
hobson|william|will,Will Hobson,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
mann|brian|brian,Brian Mann,63,"name too common in DIME donor pool (n=63 same-name individuals, no recipient/candidate match) -- not search-tractable"
davenport|christopher|chris,Chris Davenport,47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
conway|edward|ed,Ed Conway,67,"name too common in DIME donor pool (n=67 same-name individuals, no recipient/candidate match) -- not search-tractable"
murphy|heather|heather tal,Heather Tal Murphy,91,"name too common in DIME donor pool (n=91 same-name individuals, no recipient/candidate match) -- not search-tractable"
laird|katherine|katie,Katie Laird,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
lucas|peter|peter,Peter Lucas,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
thomas|jay|jay,Jay Thomas,98,"name too common in DIME donor pool (n=98 same-name individuals, no recipient/candidate match) -- not search-tractable"
delaney|kevin|kevin,Kevin Delaney,59,"name too common in DIME donor pool (n=59 same-name individuals, no recipient/candidate match) -- not search-tractable"
pratt|gregory|gregory,Gregory Pratt,62,"name too common in DIME donor pool (n=62 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|josh|josh,Josh Brown,102,"name too common in DIME donor pool (n=102 same-name individuals, no recipient/candidate match) -- not search-tractable"
brothers|a|a pair of,a pair of brothers,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
garcia|jasmine|jasmine garsd,Jasmine Garsd Garcia,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
reese|elizabeth|elizabeth hidalgo,Elizabeth Hidalgo Reese,91,"name too common in DIME donor pool (n=91 same-name individuals, no recipient/candidate match) -- not search-tractable"
gonzalez|gloria|gloria,Gloria Gonzalez,121,"name too common in DIME donor pool (n=121 same-name individuals, no recipient/candidate match) -- not search-tractable"
perez|ashley|ashley hope,Ashley Hope Pérez,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
green|benjamin|ben,Ben Green,140,"name too common in DIME donor pool (n=140 same-name individuals, no recipient/candidate match) -- not search-tractable"
goldberg|amelia|amy,Dr. Amy Goldberg,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
curtis|mary|mary c,Mary C. Curtis,194,"name too common in DIME donor pool (n=194 same-name individuals, no recipient/candidate match) -- not search-tractable"
martin|heather|heather,Heather Martin,176,"name too common in DIME donor pool (n=176 same-name individuals, no recipient/candidate match) -- not search-tractable"
jacob|mary|mary ann,Mary Ann Jacob,36,"name too common in DIME donor pool (n=36 same-name individuals, no recipient/candidate match) -- not search-tractable"
lopez|oscar|oscar,Oscar Lopez,130,"name too common in DIME donor pool (n=130 same-name individuals, no recipient/candidate match) -- not search-tractable"
garcia|don|don,Dr. Don Garcia,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
holtz|michael|michael,Michael Holtz,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
archibald|john|john,John Archibald,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
garcia|margaret|margaret,Margaret Garcia,133,"name too common in DIME donor pool (n=133 same-name individuals, no recipient/candidate match) -- not search-tractable"
graham|ruth|ruth,Ruth Graham,61,"name too common in DIME donor pool (n=61 same-name individuals, no recipient/candidate match) -- not search-tractable"
tucker|jill|jill,Jill Tucker,27,"name too common in DIME donor pool (n=27 same-name individuals, no recipient/candidate match) -- not search-tractable"
santos|anthony|tony,Tony Santos,67,"name too common in DIME donor pool (n=67 same-name individuals, no recipient/candidate match) -- not search-tractable"
west|betsy|betsy,Betsy West,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
cohen|julie|julie,Julie Cohen,118,"name too common in DIME donor pool (n=118 same-name individuals, no recipient/candidate match) -- not search-tractable"
bell|katherine|katherine,Katherine Bell,306,"name too common in DIME donor pool (n=306 same-name individuals, no recipient/candidate match) -- not search-tractable"
fisher|jeffrey|jeffrey,Jeffrey Fisher,167,"name too common in DIME donor pool (n=167 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosenberg|matthew|matthew,Matthew Rosenberg,62,"name too common in DIME donor pool (n=62 same-name individuals, no recipient/candidate match) -- not search-tractable"
weiner|jeff|jeff,Jeff Weiner,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
hagen|lisa|lisa,Lisa Hagen,27,"name too common in DIME donor pool (n=27 same-name individuals, no recipient/candidate match) -- not search-tractable"
tran|kim|kim,Kim Tran,162,"name too common in DIME donor pool (n=162 same-name individuals, no recipient/candidate match) -- not search-tractable"
